x,y,z,pitch,yaw
0.3,0.681,-0.0785,-0.521002463,172.7423443
0.2992541617,0.6888409516,-0.07824874372,-11.71911889,172.1292783
0.29728953840000005,0.6964478820000001,-0.07799748744,17.56219299,172.5009842
0.29416104769999996,0.7036330613,-0.07774623116,-15.3413189,-166.7910794
0.2899522486,0.710220183,-0.07749497487,18.49681259,173.8653367
0.2847731202,0.716048689,-0.07724371859,-8.622011557,-170.871444
0.2787571946,0.7209776818,-0.07699246231,-9.175539313,-171.665167
0.2720581183,0.7248893274,-0.07674120603,-1.97497995,178.5703687
0.2648457312,0.7276916677,-0.07648994975,7.115830487,168.9769264
0.2573017614,0.7293207753000001,-0.07623869347000001,-8.698139193,-174.8374384
0.2496152479,0.7297422001,-0.07598743718999999,7.833017497,-163.2651994
0.2419778034,0.7289516744,-0.07573618089999999,15.12026507,176.3817139
0.2345788376,0.7269750655,-0.07548492462,-8.16483824,-167.4352576
0.22760086029999999,0.7238675773,-0.07523366833999999,13.6729747,-165.7941502
0.2212149795,0.7197122274,-0.07498241206,12.54449928,162.7195783
0.2155767063,0.7146176395999999,-0.07473115577999999,-14.67884293,-179.8048327
0.2108221702,0.7087152111,-0.0744798995,-8.218289983,-172.1683542
0.2070648343,0.7021557282,-0.07422864322,3.502358306,-168.5299538
0.2043927938,0.6951055164000001,-0.07397738693,-1.375141751,167.4364166
0.2028667168,0.6877422252000001,-0.07372613065,-11.06962973,-174.2327973
0.2025184802,0.6802503517999999,-0.07347487437,-5.576701462,-168.5021903
0.20335052809999998,0.6728166189,-0.07322361809,-1.112690009,-172.0238892
0.2053359649,0.6656253209999999,-0.07297236181,-4.917918707,168.5538307
0.2084193793,0.6588537551,-0.07272110553,7.782304277,-167.5310587
0.2125183719,0.6526678505,-0.07246984925,4.184879435,-167.8876121
0.2175257468,0.6472181033000001,-0.07221859296,9.668466313,160.7177098
0.2233123084,0.6426359169,-0.07196733668000001,-11.3711539,174.3580721
0.22973019,0.6390304371,-0.07171608039999999,10.50191282,-179.5745199
0.2366166301,0.6364859568000001,-0.07146482412,-12.26265816,176.069609
0.2437980983,0.6350599539999999,-0.07121356783999999,-10.46774694,162.2213444
0.25109466750000003,0.6347818059,-0.07096231156,-16.68344253,-163.8358287
0.2583245213,0.6356522104,-0.07071105527999999,-11.04947565,-160.5491575
0.2653084851,0.637643323,-0.07045979899,-9.26053997,-163.1513703
0.2718744656,0.6406996035,-0.07020854271,2.769953748,161.9406529
0.277861692,0.6447393474,-0.06995728643,19.43526687,-166.2894186
0.28312465070000004,0.6496568588,-0.06970603015,7.374538467,169.9099592
0.2875366205,0.6553252099,-0.06945477387,7.904854604,-167.8278199
0.2909927201,0.6615995123,-0.06920351759,15.12851338,177.0986998
0.2934123964,0.6683206178000001,-0.06895226131,1.936673782,179.1036871
0.2947412932,0.675319154,-0.06870100503,1.851301679,173.3017045
0.2949524584,0.6824197916000001,-0.06844974874000001,-17.85050949,165.5399324
0.2940468627,0.6894456363,-0.06819849246,-4.497673374,163.8258862
0.2920532206,0.6962226362,-0.06794723618000001,-18.68376123,174.5585854
0.2890271222,0.702583893,-0.0676959799,-9.145050599,172.6037144
0.2850495015,0.7083737723000001,-0.06744472362000001,3.814576523,-178.0615567
0.2802244821,0.7134517098000001,-0.06719346734,-11.66029511,179.228315
0.27467665849999995,0.7176956224000001,-0.06694221106,14.13249245,-172.0028555
